,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
53,Sebastian | Everding,The Left,DE,256961,256961,"Save Cruelty Free Cosmetics ein Ende der Tierversuche. Wussten Sie alle, dass in der EU immer noch Ratten wochenlang neue Reinigungsmittel schlucken müssen, nur um Tumorsicherheiten zu überprüfen? Oder dass Fische in giftigen Substanzen sterben, nur um die Umweltverträglichkeit von neuen Parfüminhaltsstoffen zu testen? Und das, obwohl Daten oftmals bereits zur Verfügung stehen und moderne tierfreie Alternativen ebenfalls zur Verfügung stehen.
Bei dem Paket „Ein Stoff, eine Bewertung” geht es darum, eine gemeinsame Datenplattform und mehr Transparenz zwischen den Behörden zu schaffen. In der Praxis klappt das leider noch nicht so, und Tiere werden oftmals mehrfach für ein und dieselbe Chemikalie getestet, weil eben die Daten nicht ausgetauscht werden. Diese Reform ist ein richtiger Schritt nach vorne, kann aber nur der Anfang sein. Die Umsetzung des Chemikalienpakets und der Fokus auf der Entlastung der Industrie – diese Dinge dürfen nicht dazu führen, dass der Schutz von Verbraucherinnen und Verbrauchern innerhalb der EU zu kurz kommt oder dass man gar vom Plan abkommt, Tierversuche, wo immer möglich, abzuschaffen und zu ersetzen.
(Der Redner ist damit einverstanden, auf eine Frage nach dem Verfahren der „blauen Karte“ zu antworten.)",
54,Lukas | Sieper,NI,DE,256971,256971," – Vielen Dank, Herr Kollege, dass Sie die blaue Karte akzeptiert haben. Sie sprachen über Alternativen zu Tierversuchen, und das hört man ja immer wieder. Und ich hoffe persönlich, dass es die tatsächlich gibt. Denn ich möchte auch nicht, dass Ratten oder Fische oder Vögel oder was auch immer irgendwelche Toxine schlucken müssen. Gleichzeitig möchte ich aber, dass unsere Verbraucherinnen und Verbraucher sicher sind, dass wir in der medizinischen Forschung die Dinge erreichen können, die wir erreichen müssen.
Also vielleicht könnten Sie etwas genauer ausführen: Was sind denn eigentlich Alternativen zu Tierversuchen? Was kann man denn tun, um die Sicherheit dieser Produkte zu testen, ohne dass dafür Tiere leiden müssen?",
55,Sebastian | Everding,The Left,DE,256961,256961," – Vielen Dank für diese wichtige Frage. Den medizinischen Fortschritt, den Schutz von Menschen, von Bürgerinnen und Bürgern überall auf der Welt, den kann man gewährleisten, und gleichzeitig kann man Tierschutz gewähren. Wie schon vorhin mehrfach erwähnt wurde, können die allermeisten Tierversuche – es gibt Zahlen, glaube ich, 80, 90 Prozent oder noch höher – nicht auf Menschen übertragen werden. Wir sind einfach keine Affen, keine Ratten, keine Hunde und dergleichen. Und trotz alledem sind diese Tests oft vorgeschrieben, ohne dass sie wirklich einen Effekt haben. Es gibt wirklich breite, umfassende Forschung zu Alternativen, sogenannte NAMs. Es gibt zig Ansätze, KI kommt dort ins Spiel, es gibt verschiedene Zellkulturen, es gibt ganz viele Möglichkeiten.",
56,Regina | Doherty,PPE,EN,257237,257237," – Mr President, colleagues, these reports take us a real step towards a more joined up, science-based system for managing chemicals in Europe. A common data platform and stronger cooperation between our agencies can make regulation more efficient, more transparent and, ultimately, more effective.
By establishing consistent assessment methods with a single shared data platform, I think we can make sure that important data is accessible, comparable and contributes to building an even safer and more efficient industry for Europe. That is what smart regulation, driven by the goals of competitiveness and simplification is all about. But as we build this new framework, we have to continue to keep competitiveness front and centre of everything we do. Europe's strength depends on industries that can innovate and invest with confidence.
In an era of global uncertainty, we must show that Europe is open for business – it is a place where innovation happens. In Ireland, our pharmaceutical and chemical sectors show what can be achieved with good regulation that supports rather than stifles enterprise. And I think this goal must be a system that helps businesses to innovate, not one that buries them in complexity. If we get that balance right, we can protect health and the environment, reduce duplication and keep the EU, especially our pharma-producing states, at the forefront of the world's leading technologies.",
57,Valérie | Deloge,PfE,FR,256886,256886," – Monsieur le Président, mes chers collègues, sous couvert de protection de l'environnement, Bruxelles construit une nouvelle usine à gaz technocratique: plateforme commune de données chimiques, réattribution de compétences entre agences et j'en passe. Tout cela relève d'une même idéologie punitive: transformer chaque substance en suspect et chaque exploitation en coupable.
En France, l'Agence nationale de sécurité sanitaire vient d'interdire 17 fongicides à base de cuivre qui sont essentiels à la viticulture bio, ce bio que vous avez tant mis en avant et qui maintenant ne répond plus à vos critères et à vos délires.
Ce que la Commission veut étendre à travers ces trois textes, c'est encore une fois une logique de fédéralisme complexe, qui alourdit tout, mais qui ne protège personne. La Commission continue à détruire nos filières, à mettre à mal notre souveraineté agricole et maintenant même notre souveraineté scientifique.
L'Europe doit choisir la raison, le bon sens et la proportion. Car à force de vouloir tout interdire, vous finirez par interdire de produire.
(L'oratrice refuse une question carton bleu de Sigrid Friis)",
58,Dariusz | Joński,PPE,PL,257031,257031," – Panie Przewodniczący! Przemysł chemiczny jest fundamentem europejskiej gospodarki, bo dostarcza materiały, komponenty, technologie, które są niezbędne dla rolnictwa, obronności i nowoczesnych sektorów przemysłowych. Tylko w moim kraju pracuje w tym sektorze 340 000 osób i zapewnia prawie 10% PKB. Bez silnego sektora chemicznego nie będzie europejskiego przemysłu. Dlatego każda reforma regulacyjna, wspólna platforma danych czy Europejska Agencja Chemikaliów powinna wzmacniać, a nie osłabiać zdolność Europy do produkcji czy innowacji.
Europa już posiada w tej chwili najbardziej zaawansowany system oceny chemikaliów na świecie. Żaden inny region nie gromadzi tylu danych i nie stosuje tak rygorystycznych standardów bezpieczeństwa. Dlatego należy zadbać o to, aby nowe obowiązki nie przekształciły się w nową falę biurokracji. Szczególnie mówię tutaj o małych i średnich przedsiębiorstwach, które stanowią kręgosłup europejskiego przemysłu chemicznego.
I rzecz najważniejsza: skuteczne wdrażanie Chemical Industry Action Plan, czyli planu, który ma być sygnałem realnego wsparcia dla przemysłu chemicznego. Polski przemysł chemiczny wraz z partnerami z Europy Centralnej apelował do Komisji Europejskiej o konkretne działania na rzecz wzmocnienia konkurencyjności branży. To jest ten czas, kiedy trzeba wdrażać ten plan, bo ta branża czekać dłużej już nie może.",
59,Maria | Grapini,S-D,RO,124785,124785," – Domnule președinte, pachetul pentru chimicale este binevenit, intenția este bună. Trebuie să vedem însă cum îl aplicăm, pentru că eu cred că problema majoră pe care o avem noi este că reglementăm, dar la implementare apar problemele.
Fără industrie chimică, nu putem să avem o economie puternică a Uniunii Europene. Nu putem să fim competitivi în relație cu alte state, state terțe, și vedem că agricultura depinde de chimicale. Toate industriile, cea farmaceutică, totul depinde de chimicale.
Este important însă să avem această platformă comună cu toate datele. Eu zic că ajută întreprinderile mici și mijlocii, nu așa cum spuneau unii colegi, că ar îngreuna viața lor. Trebuie să se redistribuie sarcinile și să coopereze mai bine agențiile Uniunii Europene pentru a putea să nu se facă un lucru de zece ori, să se facă o singură dată.
Important însă este cum se informează, să nu se pună alte alte sarcini suplimentare, mai ales întreprinderilor mici și mijlocii. Dar fără industrie chimică puternică nu putem să avem nici agricultură puternică, nu putem să avem nici industrie puternică.",
60,Lukas | Sieper,NI,DE,256971,256971," – Herr Präsident, liebe Menschen Europas! Ich möchte den Berichterstatter zunächst beglückwünschen, denn er hat etwas geschafft, was selten der Fall ist. Wir haben hier ein äußerst kompliziertes Gesetzesvorhaben. Und trotzdem habe ich als Laie, der überhaupt keine Ahnung von Chemie hat – und das liegt nicht an meiner Chemielehrerin von früher –, verstanden, worum es dabei geht. Ich begrüße dieses OSOA-Paket, denn es bedeutet weniger Bürokratie, mehr Wissenschaft, früheren Schutz, eine Plattform, eine Datenbank, gemeinsames Wissen für ein sicheres Europa. Wenn wir zudem die Europäische Chemikalienagentur befähigen, Risiken früh zu erkennen und Daten offen zugänglich zu machen, dann stärken wir nicht nur die Forschung, sondern das Vertrauen der Menschen in unsere Politik. Denn Politik ohne Fakten – das haben wir auch heute in der Debatte gesehen – ist nur Raterei. Und Raterei hat in Europa keinen Platz.",
66,Andreas | Schwab,PPE,DE,28223,28223," – Herr Präsident, Frau Vizepräsidentin Ribera, liebe Kolleginnen und Kollegen! Vier Jahre mussten wir darauf warten, dass die Strafe, die die Kommission gerade ausgeführt hat, verhängt wurde. Und in dieser Zeit sind viele kleine und mittelständische Verlage in der Europäischen Union mit ernsthaften Schwierigkeiten konfrontiert gewesen, weil sie das Kerngeschäft, das sie zur Veröffentlichung von Beiträgen, Artikeln und Meinungen brauchen – nämlich die Werbewirtschaft –, weitgehend verloren haben. Da führt es uns nicht allzu weit zu fragen, wer welchen Fehler gemacht hat.
Aber eines ist klar, und deswegen ist die Entscheidung richtig, Frau Vizepräsidentin: Eine marktbeherrschende Stellung in einem so wichtigen Bereich ist für die europäische Demokratie, ist für die Vielfalt von 27 Mitgliedstaaten schlicht inakzeptabel. Deswegen möchte ich Ihnen im Namen der EVP-Fraktion für die Entscheidung danken und glaube, dass der Vorschlag, dass darauf auch strukturelle Maßnahmen gründen müssen, der richtige Weg ist, um die Entscheidung in die richtige Richtung zu schieben.
Gleichwohl, meine Damen und Herren, ist es natürlich so, dass wir im Zusammenhang mit der Entscheidung in Sachen Adtech bei Google eine ganze Reihe weiterer Fragen sehen, die wir ebenfalls angehen müssen. Das Erste ist – Sie haben es angesprochen – ein Beitrag der Europäischen Union zur Sicherung der Medienvielfalt in Europa. Zum Zweiten besteht natürlich auch die Frage, wie es uns gelingt, dass wir weitere Entwicklungen in anderen Bereichen marktbeherrschender Stellungen im Digitalbereich künftig schneller bekämpfen, damit wir nicht wieder vier Jahre warten müssen.
Deswegen möchte ich an dieser Stelle, Frau Vizepräsidentin Ribera, noch einmal darauf hinweisen, dass wir die jetzt neu existierenden KI-Bots, die gesamten Fragen der künstlichen Intelligenz dringend frühzeitig regeln müssen, damit wir im Hinblick auf den freien Wettbewerb hier nicht in die gleiche Gefahr laufen, wie wir sie beispielsweise im Bereich von Adtech erlebt haben. Europa muss jetzt handeln, um die Zukunft des digitalen Sektors in Europa in einer offenen Weise zu sichern.",au nom du groupe
67,Jonás | Fernández,S-D,ES,125046,125046," – Señor presidente, señora vicepresidenta, no puedo empezar esta intervención esta tarde aquí, en Estrasburgo, sin recoger las últimas palabras de la vicepresidenta Ribera y sin agradecer, desde el Grupo Socialista, el trabajo, el tesón y el esfuerzo para tomar una decisión importante; una decisión que, de alguna manera, viene también a discutir algunos de los rumores y amenazas que nos llegaban desde el otro lado del Atlántico sobre la capacidad europea de ejercer su soberanía regulatoria.
Creo que, al margen de otros asuntos que se negocian y que se tienen que discutir con los Estados Unidos y con otros países, es importante que, con esta decisión, los ciudadanos europeos estén seguros y tengan la certidumbre de que las instituciones europeas —y, en este caso, la Comisión— hacen cumplir las leyes que este Parlamento aprueba y que, en este caso, aprobó la legislatura pasada.
Pero más allá de la valentía y la necesidad de implementar nuestras leyes, en nuestro continente seguimos observando riesgos sobre la libertad de expresión y sobre la pluralidad del debate público, especialmente en las redes digitales. Es importante que esta multa no solo se quede en una multa por un comportamiento competitivo concreto, sino que también, en el Parlamento, seamos conscientes de la necesidad de proteger la capacidad y la libertad de discutir y debatir y de acabar con los debates cautivos y retorcidos que observamos en algunas redes sociales.",au nom du groupe
68,Virginie | Joron,PfE,FR,197627,197627," – Monsieur le Président, chers collègues, Madame la Vice-présidente de la Commission, ce débat sur les abus de Google dans le marché de la publicité découle d'un échec stratégique de Bruxelles, je dois le dire. Alors oui, cette menace d'une amende de 3 milliards d'euros annoncée par la commission le 5 septembre est un pas positif. Et je le dis clairement, lors des négociations du DMA, nous avons poussé pour des amendes lourdes, si elles sont justifiées bien sûr, voire aussi pour des mesures structurelles.
Mais malheureusement, on connaît aussi la musique des grandes annonces cachant des dossiers juridiques mal ficelés qui finissent en Bérézina judiciaire. Rappelez-vous l'amende historique d'un milliard d'euros infligée à Intel en 2009. C'était la fierté de la Commission à l'époque. Eh bien, en 2024, après quinze ans de procédure, la justice européenne a définitivement annulé cette amende. Plus fort, l'amende d'un milliard et demi infligée à Google AdSense en 2019 a également été annulée par le Tribunal de l'Union européenne.
Alors, faut-il croire à cette amende de 3 milliards d'euros? Je vous le demande. Ensuite, faut-il croire qu'elle changera quoi que ce soit aux décisions de Google et à l'écosystème de la publicité en Europe? La vérité, c'est que Bruxelles a toujours une guerre de retard. Cela fait 20 ans que Bruxelles pseudo-enquête sur les pratiques d'autopréférences de Google. Mais l'aveuglement initial, c'est quand Bruxelles a ignoré l'acquisition de YouTube par Google en 2006. Bruxelles s'est cachée derrière des seuils financiers, ignorant le risque systémique pour l'Europe. Pourtant, cette acquisition a permis de fusionner deux groupes de données, les données d'intention, via Google Search, avec les données d'intérêt et de comportement, via YouTube. Ils ont obtenu une vue à 360 degrés de l'utilisateur, créant ce monopole publicitaire. Et aujourd'hui, on dirait que la Commission découvre YouTube.
Dites-nous plutôt s'il faut se réjouir de l'alliance de Criteo avec Microsoft. Bruxelles n'a eu aucun scrupule à contraindre EDF de se séparer de GDF. Comment voulez-vous créer des géants européens de taille mondiale dans ces conditions? Regardez la Chine, Google y a renoncé il y a quinze ans à la suite de pressions. Du coup, quand les Chinois sanctionnent une entreprise, c'est un de leurs champions. Cela dit, n'oublions pas d'autres menaces au niveau individuel, la plainte initiale de la Commission a révélé que Google passe l'identité complète des utilisateurs aux annonceurs. On dirait que Bruxelles voudrait que les autres annonceurs y ait aussi accès. Nous aussi, nous voulons que cette identité ne soit jamais accessible. Nous sommes en faveur de la publicité contextuelle qui respecte l'anonymat.",au nom du groupe
69,Adrian-George | Axinia,ECR,RO,257117,257117,"tech american va contesta amenda în instanță. Oricum, cele 3 miliarde sunt nimic față de cele 248 de miliarde de euro, cât a fost cifra de afaceri a Alphabet doar pentru publicitate online, din care 15 miliarde de euro sunt profit raportat pe 2024.
Această amendă transmite un dublu semnal. Partea pozitivă este că se încearcă totuși sprijinirea jurnaliștilor europeni. Să vedem și cum se împart banii. Partea negativă este că Europa îi transmite din nou lui Trump că vrea să se ia la trântă cu America. De regulă, când de asta se ocupă Ursula von der Leyen, lucrurile sfârșesc prost pentru noi.
Această discuție ar trebui să fie un bun moment pentru a discuta de ce are Google monopol în Europa. Problema este la modelul european de suprareglementare impus de Bruxelles, care a descurajat inovarea în Uniunea Europeană pe zona de big tech și a permis giganților americani o poziție ultradominantă. Cum am ajuns să nu avem nicio companie în top 10 la nivel mondial și doar două în top 20? Probabil, dacă am ști și cifrele de afaceri exacte ale companiilor chinezești, nici în top 20 nu intram.
O altă discuție pe care o consider relevantă ține de faptul că sunt țări, așa cum este și România, unde instituțiile mass media sunt plătite cu bani publici pentru promovarea discursului politic al partidelor de la putere, care primesc fonduri de la stat pentru asta. Dacă tot vrem dreptate și libertate pentru jurnaliști, inclusiv această practică ar trebui interzisă sau sancționată.",au nom du groupe
70,Stéphanie | Yon-Courtin,Renew,FR,197581,197581," – Monsieur le président, Madame la Vice-présidente exécutive Ribera, chers collègues, l'heure est grave. Depuis le retour de Donald Trump, nos règles numériques européennes sont menacées. Nous subissons aujourd'hui une double pression, celle des États-Unis, qui veulent faire plier l'Europe à la loi des Big Tech, et celle de la Commission européenne, qui semble trembler au moment d'appliquer ses propres lois.
Au-delà de la question diplomatique, c'est le signe inquiétant d'une politisation du droit de la concurrence. Et si nous soumettons nos règles aux diktats politiques étrangers, alors l'Europe perdra toute sa force et elle perdra ce qui fait sa force, l'état de droit européen et souverain. Je veux saluer, Madame la Vice-présidente exécutive Ribera, votre décision de sanctionner Google. Multirécidiviste, ce GAFAM a été plusieurs fois condamné déjà, et cette fois-ci à près de 3 milliards d'euros pour abus de position dominante dans la publicité en ligne. Mais ce n'est pas qu'une amende, c'est la preuve que le droit européen s'applique à tous et sans exception.
Mais il faudra aller plus loin, plus vite, jusqu'à imposer la cession d'une partie des activités de Google si nécessaire, et apporter ainsi des remèdes structurels à la hauteur du dommage causé au marché. Madame la Commissaire, ne cédez rien, résistez à toutes les pressions intérieures et extérieures et faites respecter la loi, toute la loi, rien que la loi. L'heure est venue de protéger nos entreprises, nos citoyens et nos médias et notre démocratie, et il est temps de construire une autorité européenne de la concurrence véritablement indépendante, capable de tenir tête à quiconque, y compris aux États-Unis. Continuez, agissez, allez-y, vous avez notre soutien.",au nom du groupe
71,Kim | Van Sparrentak,Verts/ALE,NL,197870,197870," – Voorzitter, Trump dreigde met tarieven als wij onze Europese techwetten niet zouden intrekken. Een week later volgde er toch een miljardenboete van Europa voor Google. Dit is het sterke antwoord dat ik in deze instabiele geopolitieke tijd wil zien: opstaan tegen die techbroligarchie die denkt wereldwijd de dienst uit te kunnen maken. Want Google heeft bijna een monopolie op het hele online advertentiesysteem. Ze verkopen advertenties op basis van het non-stop volgen van je surfgedrag. Ze weten of je arm bent of ziek, of je single bent, wat je type is en vervolgens veilen ze jouw data en jouw aandacht om je advertenties te laten zien.
Als een echte monopolist doet Google er ook alles aan om concurrenten uit te sluiten. Het hele advertentiesysteem organiseren ze volledig in hun eigen voordeel. Alsof je bij een veiling al van tevoren met de koper, de verkoper en de veilingmeester hebt afgesproken en stiekem contact houdt over het hoogste bod. Zo komt er niemand anders tussen. En zo krijgen we ook nooit Europese bedrijven die wel eerlijke en ethische advertenties aanbieden, bijvoorbeeld op basis van context in plaats van tracking. Gelukkig is Europa nu duidelijk: dat is illegaal machtsmisbruik.
Wat ook oneerlijk is, is dat een steeds groter deel van de advertentiebudgetten in de wereld verdwijnt in de diepe zakken van Google, in plaats van dat het naar kranten, nieuwsaanbieders of je lokale sportvereniging gaat. Dit moet stoppen, voor de vrije pers en voor de ondersteuning van lokale initiatieven. Ik ben blij dat de Commissie ingrijpt, maar wat mij betreft pakken we nu gewoon door en breken we die hele advertentiemarkt op, en maken we ruimte voor Europese en eerlijke alternatieven.",au nom du groupe
72,Leila | Chaibi,The Left,FR,197529,197529," – Monsieur le Président, Madame la Commissaire, chers collègues, après plusieurs années d'enquête, la Commission européenne a enfin décidé de sanctionner Google pour ses abus de position dominante. Cette amende rappelle une évidence: le marché européen n'est pas un Far West à la merci des GAFAM.
Mais durant toute cette séquence, quel navrant spectacle nous a proposé la Commission européenne. Un vice-président, M. Šefčovič, tentant de reporter la décision pour ne pas froisser Donald Trump. Une autre vice-présidente, vous madame Ribera ici présente, annonçant la décision en catimini, sans presse, un vendredi après-midi, en toute discrétion. Deux faces d'une même pièce, deux visages d'une même Commission, hésitante, divisée et bien trop soumise aux géants étasuniens du numérique.
Madame la Commissaire, le Parlement européen restera aux aguets. Les rustines annoncées par Google dans le fonctionnement de son moteur de recherche ne suffiront pas. L'amende doit être payée par Google. La souveraineté numérique des Européens doit être défendue. Et pour nous montrer le chemin à suivre, nous n'avons pas besoin de Google Maps.",au nom du groupe
73,Zsuzsanna | Borvendég,ESN,HU,257457,257457," – Elnök Úr! A Google-ra kiszabott megabírság helyes, de a piaci szempontok mellett más komoly kérdések is felmerülnek. A digitális térben súlyosan sérül a szólásszabadság, hiszen a globális cégek, különösen a konzervatív keresztény, szuverenista hangokkal szemben önkényes cenzúrát gyakorolnak. A big tech cégek már régen nem semleges szereplők, orwelli algoritmusaik döntik el, mely politikai hangokat hallhatjuk és melyeket nem.
Az Unió képtelen megvédeni polgárai szabadságjogait a globális tudatipartól. Vagy nem is akarja? Magyarországon Toroczkai Lászlót, a harmadik legerősebb párt elnökét több online platformról is letiltották politikai véleménye miatt. Ez nem elszigetelt eset, számos más jobboldali politikus is hasonló sorsra jutott világszerte, de a Bizottság csak akkor ad hangot az aggodalmának, ha globalista híveinek érdekei sérülnek. Az Unió ezzel a big tech cinkosává válik a választások meghekkelésében. Azt régóta tudjuk, hogy a nagy testvér figyel, a kérdés csak az, hogy önök kinek az érdekét képviselik?",au nom du groupe
74,Lukas | Mandl,PPE,DE,190713,190713," – Herr Präsident, liebe Kolleginnen und Kollegen! Wenn es um den Zugang von uns Europäerinnen und Europäern zum digitalen Zeitalter, zu Social Media, zu künstlicher Intelligenz geht, dann geht es nicht nur um ein Unternehmen, auch wenn es ein großes ist, dann geht es nicht nur um eine Plattform, sondern dann geht es darum, wie wir umgehen mit den Risiken und wie wir umgehen mit den Chancen. Angst ist ein schlechter Ratgeber.
Dieser Grundsatz ist sehr, sehr wichtig, aber die Angst unterscheidet sich deutlich von der Furcht, der Furcht vor den Risiken, die ja evident sind, die da sind, die vielfach schon eintreten. Erst heute hat mir ein Lehrer aus Tirol in meinem Heimatland Österreich geschrieben, wie viel Suchtpotenzial für Kinder und Jugendliche – und eigentlich jede und jeden – schon in Social Media steckt, wo aufgrund der künstlichen Intelligenz in Algorithmen vieles auf die Sucht ausgelegt ist, die dann Menschen in der einen oder anderen Weise entwickeln. Das ist gefährlich.
Gleichzeitig, als ein Freund der Freiheit, will ich auch Innovation in Europa. Ich will nicht, dass wir Konsumenten und Konsumentinnen davon sind, was in anderen Teilen erfunden und produziert und verbreitet wird. Ich will, dass europäische Unternehmen auf der Basis europäischer Werte die Freiheit haben, Innovation möglich zu machen im Bereich der künstlichen Intelligenz. Und ich möchte letztlich, dass die Freiheit, die Meinungsfreiheit, die Pressefreiheit nicht nur die Freiheit der Lautesten und der Extremsten und vielleicht der Nacktesten ist, sondern wirklich auch die Freiheit der reflektierten Stimmen, der leisen Stimmen, der Randgruppen. Das alles geht nur mit entsprechendem menschlichen Beitrag zum digitalen Zeitalter.",
75,Christel | Schaldemose,S-D,DA,37312,37312," – Hr. Formand! EU eller EU-Kommissionen har givet Google en bøde på 22 mia. danske kroner, fordi Google har misbrugt sin magt til at manipulere, hvem der får vist hvilke annoncer, og misbrugt sin dominerende stilling. Og dermed har de givet sig selv fordele på bekostning af andre medier, annoncører og ikke mindst på bekostning af de europæiske borgere.
Når ét selskab både bestemmer reglerne og scorer gevinsten, så er markedet ikke frit, og demokratiet kommer under pres.
I EU gælder EU's regler, og derfor er det utrolig vigtigt for mig at sige tusind, tusind tak til EU-Kommissionen for at bruge de gode love, vi har i EU, for at bruge Digital Markets Act, DSA'en osv. Vi har brug for at sige stop, når tech giganterne laver deres egne regler og ikke vil overholde vores.
Jeg er ikke i tvivl. Vi skal turde tage kampen op - også på det her område. Vi vil ikke have, at techgiganterne misbruger deres magt og truer frie og uafhængige medier. Hverken borgere eller den frie presse skal være afhængige af platforme, der sætter profit over sandhed. For uden frie medier mister borgerne muligheden for at tage et oplyst valg, og så mister vi kernen i vores demokrati. I Norden har vi en sund public service kultur, som giver borgerne adgang til nyheder, de kan stole på. Det skaber et værn mod polarisering og mod misinformation. Det er vores demokratiskjold.
Jeg håber, at vi kan bygge det videre ud, så det kommer til at gælde i hele Europa. Et frit Europa kræver frie medier. Ikke frie tøjler til techgiganterne.",
76,Petra | Steger,PfE,DE,220897,220897," – Herr Präsident, sehr geehrte Damen und Herren! Doppelmoral und Heuchelei – dein Name ist Europäische Union. Es ist echt erstaunlich. Bei Google straft die EU-Kommission genau das, was sie selbst nur zu gerne ausübt: Meinungsmanipulation im Netz. Aber ja, zu Recht kritisieren Sie, dass Google eigene Inhalte bevorzugt ausspielt. Zu Recht kritisieren Sie, dass Google seine beherrschende Stellung missbraucht. Und zu Recht kritisieren Sie auch, dass Google damit den freien Wettbewerb im Internet verzerrt.
Aber eins frage ich Sie: Wo ist dieser Maßstab bei Ihren eigenen Handlungen? Die EU ist mittlerweile die größte Gefahr für die Meinungs- und Pressefreiheit und damit auch für die Demokratie in Europa geworden. Mit dem Digital Services Act zensieren Sie soziale Medien und wollen bestimmen, was wir lesen, schreiben und hören dürfen. Mit Ihrer Medienförderung verteilen Sie Millionen an Mainstream-, an EU-freundliche Medien und nennen das dann freie Presse. Mit der EU-Taxonomie manipulieren Sie den Finanzmarkt zugunsten Ihrer NGOs und Freunde. Also was Manipulation und Machtmissbrauch anbelangt, macht dieser Europäischen Union wirklich überhaupt niemand etwas vor. Das hat mit Freiheit, wie wir uns das vorstellen, schon längst nichts mehr zu tun. Das ist nichts anderes als eine gelenkte Demokratie.",
77,Małgorzata | Gosiewska,ECR,PL,257055,257055," – Panie Przewodniczący! Szanowni Państwo! Decyzja o nałożeniu kary na Google stanowi przykład niepokojącego trendu: penalizacji sukcesu zamiast wspierania innowacji. Google zdobyło swoją pozycję dzięki przewadze technologicznej i usługom, z których codziennie korzystają miliony Europejczyków. Czy więc naprawdę chodzi o ochronę pluralizmu medialnego czy o próbę osłabienia niewygodnego giganta? Przypomnę: Komisja Europejska nigdy nie interweniowała wobec Twittera, dziś X-a, mimo że przez lata platforma ta o wyraźnie lewicowym nastawieniu wpływała na debatę publiczną, usuwając wpisy czy konta. Komisja zareagowała dopiero po przejęciu serwisu przez Elona Muska i zliberalizowaniu polityki treści, grożąc miliardowymi karami i blokadami.
Wobec gigantów takich jak Google czy Amazon reagujecie natychmiast. Natomiast w przypadku lewicowych platform opiniotwórczych ograniczacie się do gestów czysto symbolicznych. Czy to rzeczywiście wyraz troski o równowagę medialną czy raczej lęk przed utratą ideologicznych wpływów? A skoro mówimy już o wolności mediów, warto zapytać, gdzie była Komisja Europejska, gdy rząd Donalda Tuska siłą przejmował media publiczne w Polsce. Co wtedy zrobiła Komisja? Nic, proszę Państwa, kompletnie nic. Decyzja o ukaraniu Google nie służy ochronie pluralizmu medialnego, lecz biurokratycznej kontroli. To przykład motywowanej politycznie selektywności regulacyjnej w czystej postaci. Europa zamiast być przestrzenią wolności i innowacji, coraz częściej przypomina cenzora, który boi się prawdziwej konkurencji, także tej ideowej.
(Mówczyni nie zgodziła się na pytanie zasygnalizowane przez podniesienie niebieskiej kartki przez Andreas Schwab)",
78,Veronika | Cifrová Ostrihoňová,Renew,EN,257014,257014," – Mr President, dear colleagues, we often hear grand talk about freedom of speech, usually from the loudest voices claiming they are silenced online – big, fiery speeches with honestly very little substance.
The internet isn't a romantic town square; it is a business, built by engineers and driven by profit. Whatever keeps us online wins. If skinny talk keeps teenagers clicking, so be it. If anger keeps people scrolling, so be it. That isn't freedom; that is design.
So the Commission's fine against Google matters. It is stopping the dominance that blocks choice, harms media and slows innovation. If you want access to 450 million European consumers, you follow European rules – it's as simple as that. Because if we truly care about freedom and fairness online, we must enforce our laws – strongly and firmly.
When rules reward fairness, not dominance, ideas and innovation flourish. And that is a clear win that we all want here. Because honestly, colleagues, we really shouldn't be left at the mercy of someone's morning tweet.",
79,Reinier | Van Lanschot,Verts/ALE,EN,256978,256978," – Mr President, so, if a thief steals EUR 60 and after a long trial a judge tells the thief 'okay, you now have to pay back EUR 3' – is that fair? Is that going to make the thief less likely to steal again? And is that going to prevent other thieves from stealing?
For years, Google made a fortune knowingly breaking our laws at the expense of journalists. The recent fine of barely EUR 3 billion will simply be the costs of doing business for a company that makes USD 60 billion in revenue every year in Europe alone. It's a small drop taken out of an ocean of profits. The US Government puts pressure on the Commission to give no fines at all, so it's good that something is being done. But what we really need is an independent digital enforcement authority and higher fines. Otherwise, the law will not be about who is right but who can afford to be wrong.",
80,Jussi | Saramo,The Left,FI,127766,127766," – Arvoisa puhemies, komissaari, jos kiristäjälle antaa periksi, niin hän palaa vaatimaan lisää, ja sen varaan Donald Trump laskee meitä uhkaillessaan. Jos me emme varjele demokratiaamme, valuu yhä suurempi valta muutamalle yhdysvaltalaisyritykselle.
Yli sata vuotta sitten ihmisiä ja pienyrityksiä alettiin suojella monopoleja hajottamalla. Silloin kyse oli öljystä, liikenteestä ja teollisuudesta. Mutta Google on paljon syvemmällä yhteiskuntamme ytimessä. Se kontrolloi mitä näemme, mitä kuulemme ja mitä tiedämme tai ainakin mitä luulemme tietävämme. Lakien rikkomisen lisäksi digijätit eivät edes maksa veroja täällä tehdyistä voitoista.
On aika lopettaa Trumpin kumartelu. Jos demokratiamme ei rajaa ja säätele markkinoita, ne kehittyvät kapitalismiksi, jossa rahan lisäksi myös valta on muutamalla harvalla ihmisellä. Markkinatalous on monesti hyvä renki, mutta se on aina huono isäntä. Vähintä mitä voimme tehdä, on varmistaa olemassa olevan kilpailulainsäädännön noudattaminen.",
