,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
36,Georgiana | Teodorescu,ECR,RO,257116,257116," – Domnule președinte, acesta este un mesaj pentru toți moraliștii care ne țin lecții despre generozitate, acuzându-ne că suntem extremiști pentru că nu deschidem larg brațele Europei pentru migranți.
Suntem aleși de cetățeni europeni din state membre ale UE. Avem misiunea de a prioritiza interesele lor, ale celor care ne-au ales. Asta înseamnă să punem pe primul loc dreptul lor de a ocupa locurile de muncă existente, siguranța lor pe străzi, accesul lor la servicii medicale, dreptul lor de a-și manifesta apartenența la o religie.
În lupta de a demonstra public cât de politically correct sunteți, ajungeți să îl sacrificați fix pe cetățeanul european pentru a-l ajuta pe altul. Poate nu știți, dar Comisia Europeană însăși a adoptat o propunere de regulament pentru întoarcerea migranților ilegali în țările de origine. Ba mai mult, noi atribute Frontex pentru combaterea acestui fenomen copleșitor, suplimentarea trupelor la graniță cu 10 000 de oameni și triplarea personalului de coastă.
Dacă și Comisia Europeană e extremistă pentru voi, vă provoc să vă demonstrați așa-zisa generozitate cu fapte, nu cu vorbe. Toți cei care îndrăzniți să ne atacați, deschideți-vă casele și primiți să locuiască alături de copiii voștri câte o familie de migranți. Abia după ce faceți asta aveți dreptul să ne dați nouă lecții.",
37,Arno | Bausemer,ESN,DE,256948,256948," – Herr Präsident! Zehn Jahre Massenmigration, zehn Jahre Leid und Elend für die Bürger Europas. Als die damalige Kanzlerin Angela Merkel 2015 die deutschen Grenzen öffnete, da wurde ganz Europa mit teilweise gewaltbereiten und asozialen Flüchtlingen geflutet. Dublin-Abkommen und Grundgesetz – für Angela Merkel und ihr Kabinett der willkommensverblödeten, kulturell verblödeten Flüchtlingsfreunde gab es kein Recht mehr. Es gab nur noch den Willen, die ganze Welt nach Deutschland zu holen.
Aber diese moralische Überheblichkeit nach dem Motto „Am deutschen Wesen soll die Welt genesen“ war doch in der Geschichte schon einmal gescheitert.
Massenvergewaltigungen, Terror, schwere Körperverletzung, Mord und Totschlag – kein Tag vergeht seit zehn Jahren ohne derartige Meldungen, und dennoch ist bis heute kein ernsthaftes Umdenken in den Reihen der verantwortlichen Altparteien zu erkennen – in Ihren Reihen. Statt Abschiebungen nach Afghanistan kommen weitere zweifelhafte Afghanen nach Deutschland. Statt geschlossener Abschiebehaft werden neue offene Asylbewerberheime gebaut. Statt Vermittlung in Arbeit werden Flüchtlinge mit Geldleistungen noch belohnt. Statt notwendiger Anreize zur Ausreise bieten CDU und SPD weiter fragwürdige Anreize zur Einreise. Sie hier in den Altparteien haben es auch nach zehn Jahren nicht verstanden.",
38,Lukas | Sieper,NI,EN,256971,256971," – Mr President, I am referring to Rule 10(4), which prohibits hate speech.
Der Herr Kollege Bausemer äußert sich über die Ängste und Sorgen der Bevölkerung im Hinblick auf Migration. Er äußert sich über die Probleme, die mit der Migration zusammenhängen. Er bekommt es aber nicht hin, dies zu äußern, ohne die damit zusammenhängenden Menschen als Asoziale zu bezeichnen. Das ist wissenschaftlich nachgewiesenermaßen eine Sprache, die sich bereits die Nationalsozialisten, also das ideologische Vorbild des Kollegen Bausemer und seiner Kameraden, zunutze gemacht haben.
Auch werden hier Repräsentanten der Europäischen Union in den Schmutz gezogen, und das ist nicht nur unanständig, sondern widerspricht eben auch den Regeln unserer Geschäftsordnung. Es wäre also sehr zu wünschen, wenn Sie es in Zukunft schaffen, Ihren politischen Punkt klarzumachen, ohne andere Menschen unnötig zu beleidigen. Ich hoffe, das Präsidium wird die entsprechenden Maßnahmen ergreifen.",
40,Ελισσάβετ | Βόζεμπεργκ-Βρυωνίδη,PPE,EL,125065,125065," – Κύριε Πρόεδρε, επί δέκα χρόνια ως ευρωβουλευτής και μέλος της Επιτροπής Πολιτικών Ελευθεριών, παρακολουθώ στενά την εξέλιξη της μετανάστευσης στην Ευρωπαϊκή Ένωση. Σήμερα ελέγχουμε πλέον το φαινόμενο με οργανωμένη φύλαξη των εξωτερικών συνόρων, ενισχυμένο Frontex, συνεργασία των κρατών μελών και εκσυγχρονισμό της νομοθεσίας μας για το άσυλο και τη μετανάστευση. Όμως και κάθε κράτος μέλος έχει τη δική του ευθύνη. Η χώρα μου, η Ελλάδα, βασική πύλη εισόδου, πέτυχε τα τελευταία έξι χρόνια να περιορίσει την παράνομη μετανάστευση με στοχευμένες δράσεις. Πρόσφατα, μάλιστα, η κυβέρνηση με νέο νόμο έστειλε αυστηρό μήνυμα μηδενικής ανοχής στην παραβίαση των συνόρων προς πάσα κατεύθυνση και ιδίως προς τους διακινητές που εργαλειοποιούν εγκληματικά ανθρώπους για να πλουτίζουν παράνομα. Συνάδελφοι, να αποφασίσουμε επιτέλους ενωμένοι ότι μία είναι σήμερα η υποχρέωσή μας: η φύλαξη των συνόρων μας. Είναι πρόκληση, καθήκον και ιερή αποστολή. Και είναι βέβαιο ότι μπορούμε να την εκπληρώσουμε.",
41,Filip | Turek,PfE,EN,256850,256850,"Wir schaffen das.' In this way, you will break the very soul of Europe.
As Gabriel Attal said about the migration pact, the West had convinced eastern countries to accept migrants or to contribute financially to the management of migration. But believe me, the Czech Republic, Poland, Slovakia, Hungary and others without colonial guilt or the burden of World War II will never accept the relocation of your migrants to our lands.",
42,Paolo | Inselvini,ECR,IT,257144,257144," – Signor Presidente, onorevoli colleghi, l'immigrazionismo e l'ideologia globalista rappresentano una sciagura per l'Europa e per il mondo intero. Il desiderio di eliminare le nazioni, le identità e le differenze rappresenta una distopia distruttiva: lo è in teoria e si sta purtroppo dimostrando nella pratica.
Per troppi anni speculatori senza scrupoli, come Soros, e trafficanti di esseri umani si sono arricchiti senza badare a chi muore in mare, fregandosene degli scontri sociali, del disordine e della perdita di radici.
Questa visione danneggia i popoli che subiscono l'immigrazione, ma anche le persone che si spostano e i paesi di partenza stessi. L'Italia, infatti, sta facendo tanto nonostante gli indegni tentativi di boicottaggio della sinistra e di una certa parte di magistratura. E dobbiamo fare, e faremo, ancora di più per quanto riguarda i rimpatri, l'opposizione all'immigrazione clandestina e gli accordi bilaterali.
L'Europa ci segua, perché, se vogliamo preservare ciò che siamo, dobbiamo garantire a tutti – come ha detto papa Benedetto XVI – il diritto a non emigrare, il diritto a vivere in pace nella propria terra.",
43,András | László,PfE,EN,256860,256860," – Mr President, the EU has been harassing Hungary for ten years now because we built a big, long and beautiful border fence to stop illegal migrants.
Ten years ago, Germany and the EU adopted the open borders policy of George Soros. Rapists, extremists and violent criminals have flooded Europe. It has ruined the lives of millions.
Hungary did the exact opposite. We stopped more than 1 million illegal immigrants. Europe, you are welcome. But instead of a reward, we got a fine of EUR 200 million plus a fine of EUR 1 million per day until we don't allow illegals into Europe. This is pure madness.
At the same time, Ursula von der Leyen visits the Polish border and announces more EU funding for it. Denmark is allowed to detain illegals indefinitely: the double standards and hypocrisy is massive. The damage you have done to Europe is irreversible. Hungary is showing however the way.
We won't give in. We won't pay. We will defend our borders. We will defend our women and we will defend our identity, and this is the way to make Europe great again.",
44,Charlie | Weimers,ECR,EN,123562,123562," – Mr President, a parent's worst nightmare: your little girl never arrives home. You search the streets. Your fear turns to panic. You see the police blockade. Your worst fears are confirmed. She's found in the woods, brutally raped, bound and strangled with her own shoelaces.
Luna, a beautiful nine-year-old girl, lived through this nightmare. Now she has irreversible brain damage and is unable to care for herself. She is a victim of mass migration. And why? The predator that attacked her, a teenage migrant, had already assaulted a woman and groped classmates. The authorities knew, yet did nothing.
As a father of four young daughters, my duty is to protect my wife and my children. As legislators, our solemn duty is to protect Europeans. And to those of you that deny the link between migration and safety for women: how many more? Luna, Lola, Liana, Elin, Lisa, Alexandra, Saga, Philippine, Mia and Adriana. How many more will there have to be before you at least care?",
45,Nikola | Bartůšek,PfE,DE,256852,256852," – Herr Präsident, Kollegen! 2015, als Bundeskanzlerin Merkel ihre Politik der offenen Tür verkündete, begann ich, an vorderster Front der Migration in Österreich zu arbeiten, direkt in den Asylzentren. Ich sah Tausende von illegalen Migranten ankommen. Mit eigenen Augen habe ich erlebt, wie einige von ihnen sich radikalisierten, und oft endete dies mit tragischen Konsequenzen.
Zehn Jahre später müssen wir ehrlich sagen: Die Masseneinwanderung löste Europas Probleme nicht; sie hat neue geschaffen. Die Integration scheiterte, Parallelgesellschaften sind gewachsen, und die Sicherheit hat sich verschlechtert. Unsere Bürger, insbesondere Frauen, zahlen den Preis, wenn Messerangriffe und Übergriffe europäische Städte unsicher machen.
Das ist nicht die Zukunft, die wir für unseren Kontinent wollen. Deshalb bin ich im Europäischen Parlament – um Europa zu schützen, die Sicherheit und Würde unserer Bürger wiederherzustellen und klar zu sagen: Illegale Migration muss gestoppt werden.",
46,Εμμανουήλ | Φράγκος,ECR,EL,198490,198490," – Κύριε Πρόεδρε, το κυρίαρχο πολιτικό σύστημα αδιαφορεί για το λαθρομεταναστευτικό. Οι ζάμπλουτες ΜΚΟ δεν θέλουν καθόλου τέτοιες συζητήσεις· και, βεβαίως, οι ζάμπλουτες ΜΚΟ δεν αφήνουν έτσι όσους αναπαράγουν το αφήγημά τους. Η αλήθεια είναι πως ουσιαστικά έχουν πετύχει. Οι ευρωπαϊκές κοινωνίες μέσα σε 30 χρόνια έγιναν αγνώριστες. Βρυξέλλες, Αθήνα, Άμστερνταμ, Βερολίνο· περπατώντας τες ξεχνάς πού ήθελες να πας και πού βρίσκεσαι, δεν είναι πια οι πόλεις μας. Στη Γαλλία και στη Βρετανία το πράγμα έχει πλέον τελειώσει. Ό, τι δεν επετεύχθη με πολέμους έγινε με ανθρώπινα δικαιώματα. Η λύση είναι μία: αναγκαστικές επιστροφές. Τα διάφορα ευρωπαϊκά δικαστήρια να μας κάνουν τη χάρη και να ασχοληθούν με τη διαφθορά που σπαράσσει τα κράτη μας. Για μεταναστευτικά θέματα κάθε είδους, φτάνει πια! Απελάσεις τώρα και με κάθε τρόπο. Ούτε λεπτό για καθυστέρηση, απελάσεις, απελάσεις, απελάσεις! Και δεν μας πειράζει καθόλου ο φημολογούμενος αντίκτυπος στην οικονομία. Για εμάς, ""την Ελλάδα θέλουμε και ας τρώγωμεν πέτρες"".",
47,Jaroslav | Bžoch,PfE,CS,220840,220840,"„Wir schaffen das!“, víme, kde jsme. Dnes už jsme slyšeli o tom, že tlak na naše hranice je nižší. To může být sice pravda, ale za posledních deset let, co jsme tady, zde máme velký problém. Máme zde problém s tím, že migranti, kteří k nám přišli, a Ursula von der Leyenová o nich dnes také mluvila, o kterých jsme si mysleli, že zaplní naše pracovní místa, tak se tak nestalo. Neintegrovali se, nechtějí se integrovat a místo toho si sem nosí a vozí svoje návyky, které náš způsob života bortí.
Evropská unie deset let přešlapuje na místě. Systémy, které měly chránit hranice a měly nám pomáhat řídit migraci, stále nefungují. Návratová politika vůbec žádná není. Vidíme rostoucí útoky nožem. Vidíme největší hrozbu, kterou jsou stále teroristické útoky a především džihádistické útoky, ruku v ruce s rostoucím vlivem Muslimského bratrstva. Po džihádistických teroristických útocích je zde další problém. A to je levicový terorismus, který jde ruku v ruce právě s tím džihádistickým. Tohle není otázka čísel, tohle není otázka statistiky. Jde o naší vnitřní bezpečnost. Jde o bezpečnost našich rodin, dětí. Nestačí na to pouze hesla, musí být odvaha a rázné kroky.",
48,Adrian-George | Axinia,ECR,RO,257117,257117," – Domnule președinte, încurajarea migrației legale și ilegale a fost o greșeală uriașă. A generat costuri economice și sociale mari, dar și o slăbire semnificativă a încrederii în proiectul european.
Există un sentiment acut de cetate asediată. La 10 minute de mers cu mașina de la sediul Parlamentului European, oricine poate vedea realitatea. Modul nostru de viață și valorile ne sunt amenințate. Este timpul ca Europa să înțeleagă că ne trebuie un gard mai înalt și sigur, nu doar fizic, ci și legislativ. Spre exemplu, din 2020 și până acum, țara mea a oferit permise de muncă pentru peste 500 000 de lucrători din Asia, peste 120 000 se află fizic în România, alții au plecat spre vest, de aceea avem nevoie de o legislație unitară și restrictivă.
Problema Uniunii Europene este sporul natural negativ. Ne trebuie un baby boom care să fie încurajat și finanțat de la Bruxelles și nu vom mai avea nevoie de migranți incompatibili cu valorile noastre. Liderii politici ar trebui să o lase mai moale cu falsele virtuți. Nu așa se obține Premiul Nobel pentru Pace, cum voia „Mutti” Merkel.
Conducerea Uniunii Europene trebuie să acționeze rațional pentru rezolvarea problemelor reale, economice, sociale și de securitate ale Europei.",
49,Susanna | Ceccardi,PfE,IT,197786,197786," – Signor Presidente, onorevoli colleghi, dopo dieci anni di flussi migratori incontrollati, i dati ufficiali ci dimostrano un quadro incontrovertibile.
Per esempio, in Italia gli immigrati rappresentano il 9 % della popolazione, ma commettono oltre il 40 % delle violenze sessuali. Pochi giorni fa, vicino Catania, due turiste ungheresi sono state violentate da tre cittadini nordafricani e questi numeri ci obbligano a riconoscere la realtà: l'immigrazione incontrollata mette a rischio le persone più fragili, specialmente le donne e i bambini.
Queste verità, spesso, sono ignorate dai media nazionali. Andate in giro per le nostre città e guardate le stazioni e i luoghi degradati, è pieno di immigrati che spacciano, si ubriacano, delinquono, ed è questa l'accoglienza della sinistra.
Per questo oggi dobbiamo dire con fermezza che l'Europa non può più subire l'immigrazione di massa: bisogna cambiare le regole, le convenzioni, i regolamenti, perché questa è la vera emergenza!
Abbiamo speso 88 miliardi di euro per la guerra in Ucraina, ci basterebbe un decimo per fare i rimpatri di massa degli immigrati irregolari in Europa.",
50,Ruggero | Razza,ECR,IT,257104,257104," – Signor Presidente, signor Commissario, onorevoli colleghi, il 17 settembre – la prossima settimana – saranno due anni dalla visita a Lampedusa, frontiera dell'Europa a Sud, del primo ministro italiano Giorgia Meloni e della Presidente Ursula von der Leyen.
Dopo quell'incontro, dopo quella prima volta in cui l'Europa ha preso atto della situazione in cui versa il Sud del proprio confine, è arrivato il protocollo d'intesa con la Tunisia, grazie al quale, nei mesi e negli anni successivi, vi è stato un evidente crollo degli sbarchi su quella rotta.
Siamo però preoccupati, Commissario, siamo molto preoccupati, perché avvertiamo una forte disattenzione da parte dell'Unione nel contesto nordafricano, con riferimento alla Libia, dove c'è la Russia che – per dirla con la Presidente von der Leyen, questa mattina – è il primo promotore dei trafficanti di uomini.
L'Europa non può rimanere silente di fronte a quello che accade in Libia.",
51,Sebastian | Kruis,PfE,NL,256996,256996," – Voorzitter, in Nederland is vorige maand een meisje van 17 vermoord door een asielzoeker. Dat is helaas geen incident, maar het gevolg van jarenlange massa‑immigratie. Links huilt krokodillentranen om Gaza, maar in onze eigen straten worden vrouwen belaagd door de beesten die zij zelf binnenhalen. Terwijl vrouwen, homo’s en joden in Amsterdam niet meer veilig over straat kunnen, loopt de burgemeester van die stad wel voorop in Boedapest om te protesteren voor homorechten.
Wegkijken in eigen land, deugen in het buitenland. Zo gaat het er bij links aan toe. En nu willen ze ons laten geloven dat we een mannenprobleem hebben. We hebben geen mannenprobleem. We hebben een migrantenprobleem. Een probleem van massa’s mannen uit vrouwonvriendelijke culturen. Een probleem van misbruik, moord, messteken, verkrachtingen, vernederingen en geweld. Want wie onze vrouwen wil beschermen, sluit onze grenzen. En wie onze grenzen niet sluit, offert onze vrouwen op. En dat kunnen wij als Partij voor de Vrijheid nooit aanvaarden.",
52,Barbara | Bonte,PfE,NL,256881,256881,"toxic masculinity, maar wel door iets wat onze media en linkse politici angstvallig doodzwijgen: het beleid van open grenzen. De waarheid is simpel: massamigratie maakt onze samenleving onveilig.
Hoeveel Lisa’s moeten er nog volgen? Hoeveel vrouwen? Hoeveel dochters? Het kan mij echt niet schelen dat asielzoekers zich onveilig voelen in hun landen als onze vrouwen zich onveilig voelen in onze landen. Het is tijd om te kiezen: massamigratie of remigratie. Als wij, vrouwen, ons opnieuw veilig willen voelen, dan is er maar één antwoord: remigratie.",
53,Tomasz | Buczek,PfE,PL,257072,257072," – Panie Przewodniczący! Po 10 latach najwyższy czas zatrzymać masową imigrację, zacząć chronić europejskie granice, a nielegalnych imigrantów – deportować. Dopuszczenie do inwazji imigrantów na Europę jest największą porażką europejskiej klasy politycznej od czasów II wojny światowej. Winnych trzeba nazwać po imieniu. To Europejska Partia Ludowa, socjaliści, Renew, zieloni, lewica. To wy odpowiadacie za ten chaos. To wy odpowiadacie za zbrodnie i przestępstwa szturmujących nasze granice.
Na szczęście obywatele Europy zaczynają rozumieć, że w tym parlamencie, w Komisji Europejskiej i w Radzie są politycy będący sojusznikami NGO-sów, które czerpią korzyści finansowe z przerzucania nielegalnych imigrantów w głąb Europy. Europejczykom otwierają się oczy.
Kto odpowiada za sprowadzone na nich niebezpieczeństwo? Hiszpania lokuje imigrantów w hotelach z widokiem na morze. Niemcy i Francja rozdają im paszporty. Nie idźmy dalej tą drogą. Efekty takiej polityki widać chociażby w Brukseli, gdzie zagraniczne gangi urządzają sobie strzelaniny w biały dzień. Rodowici Belgowie masowo wynoszą się ze stolicy, a porządku musi pilnować belgijska armia. Nie chcemy takiej przyszłości dla europejskich miast. Chcemy bezpiecznej Europy.",
57,César | Luena,S-D,ES,197721,197721," – Este debate de actualidad propuesto por el Grupo Patriotas por Europa se enmarca en el contexto general de legislatura en curso y del panorama político actual marcado por un viraje significativo hacia la derecha y la extrema derecha, que ha influido profundamente en la configuración del espectro político y en las prioridades parlamentarias.
La extrema derecha ha aprovechado este debate para, una vez más, difundir su discurso antimigratorio y xenófobo, empleando información totalmente falsa y recurriendo a la desinformación, como acostumbra.
Así mismo, los grupos de extrema derecha endurecen cada vez más su discurso en materia migratoria, promoviendo políticas restrictivas contra la migración y asociando a los migrantes con la criminalidad. Lo que plantea importantes debates sobre el futuro de la solidaridad europea.
Desde el grupo S&D, hemos resaltado de nuevo la necesidad de adoptar un enfoque migratorio basado en los derechos humanos, más humanitario y haciendo hincapié en la integración, en consonancia con el recientemente adoptado Nuevo Pacto de Migraciones y Asilo.
Del mismo modo, el grupo socialista reclama el fortalecimiento de los instrumentos que permiten una migración legal, segura y ordenada en aras a hacer frente al reto demográfico que sufrirá la UE en los próximos años.",
